timestamp,user_id,role,ip_address,location,login_time_hour,session_duration_min,access_frequency,failed_logins,file_access_count,sensitive_file_access_count,data_transferred_mb,unusual_location_flag,unusual_device_flag,is_anomaly
2026-08-16 17:26:47,user_093,Developer,192.168.107.210,UK-London,17,60.63,18,2,19,0,148.59,0,0,0
2026-08-04 23:11:57,user_050,Analyst,192.168.60.114,DE-Frankfurt,23,115.36,13,0,13,1,61.39,0,0,0
2026-08-06 22:06:00,user_003,Analyst,192.168.35.180,DE-Frankfurt,22,109.16,15,0,5,1,93.2,0,0,0
2026-08-03 17:16:32,user_051,Developer,192.168.128.145,US-West,17,109.49,16,0,20,0,140.02,0,0,0
2026-08-10 00:49:04,user_091,Admin,192.168.236.231,UK-London,0,112.99,11,0,20,0,30.88,0,1,0
2026-08-07 19:12:35,user_060,Admin,192.168.74.39,US-West,19,52.53,11,0,22,3,59.94,0,0,0
2026-08-18 19:25:26,user_044,Admin,192.168.74.112,UK-London,19,30.97,11,0,21,1,6.83,0,0,0
2026-08-12 21:26:32,user_055,Developer,192.168.107.149,US-West,21,54.62,13,0,20,0,284.01,0,1,0
2026-08-23 19:38:14,user_035,Admin,192.168.109.218,DE-Frankfurt,19,19.51,16,0,20,1,58.91,0,0,0
2026-08-28 18:49:01,user_045,DevOps,192.168.214.185,US-West,18,83.92,17,0,13,1,16.76,0,0,0
2026-08-28 18:09:08,user_050,HR,192.168.101.157,UK-London,18,60.26,15,0,19,1,23.57,0,0,0
2026-08-23 19:54:34,user_012,Sales,192.168.127.108,US-West,19,55.8,16,0,26,0,199.83,0,0,0
2026-08-27 22:28:03,user_022,Admin,192.168.153.112,AP-South,22,142.76,16,0,14,1,8.45,0,1,0
2026-08-21 00:48:26,user_090,Analyst,192.168.154.104,AP-South,0,204.33,11,0,24,1,62.65,0,0,0
2026-08-22 20:19:38,user_080,DevOps,192.168.55.3,DE-Frankfurt,20,173.35,11,0,15,2,2.77,0,0,0
2026-08-13 00:41:31,user_096,Admin,192.168.181.17,UK-London,0,76.1,9,1,13,2,283.49,0,0,0
2026-08-26 12:19:00,user_007,Developer,10.0.61.143,US-East,12,548.3952460452329,104,2,181,62,11712.2,1,1,1
2026-08-10 21:55:37,user_026,DevOps,192.168.70.100,AP-South,21,219.66,10,1,23,5,69.02,0,0,0
2026-08-14 22:15:18,user_045,Analyst,192.168.65.141,DE-Frankfurt,22,119.24,10,0,12,3,108.01,0,0,0
2026-08-13 02:52:20,user_034,Admin,192.168.124.49,US-West,2,50.13,16,0,21,2,14.72,0,0,0
2026-08-05 19:28:31,user_019,Admin,192.168.64.230,UK-London,19,86.62,16,0,14,0,83.58,0,0,0
2026-08-02 21:05:37,user_071,Developer,192.168.160.47,DE-Frankfurt,21,95.31,10,0,17,1,29.32,0,0,0
2026-08-21 17:30:34,user_041,Developer,192.168.83.177,US-East,17,107.79,15,0,20,2,23.49,0,0,0
2026-08-06 18:31:10,user_018,Sales,192.168.16.216,UK-London,18,96.41,20,2,20,1,125.76,0,1,0
2026-08-06 21:48:38,user_039,Developer,192.168.149.165,DE-Frankfurt,21,229.66,11,0,14,1,128.88,0,0,0
2026-08-10 18:17:42,user_017,Developer,192.168.175.75,US-East,18,51.07,11,0,26,2,18.16,0,0,0
2026-08-30 01:13:03,user_012,Developer,192.168.82.186,UK-London,1,86.72,11,0,15,3,19.43,0,0,0
2026-08-03 18:55:58,user_076,Developer,192.168.184.53,US-East,18,133.68,17,0,13,3,1.0,0,0,0
2026-08-02 19:51:45,user_064,Developer,192.168.188.227,US-West,19,74.55,10,0,17,3,73.56,0,0,0
2026-08-20 22:05:24,user_065,Analyst,192.168.127.91,US-East,22,60.8,11,0,22,2,2.64,0,0,0
2026-08-05 19:20:36,user_092,DevOps,192.168.72.159,US-East,19,20.59,12,0,20,1,120.77,0,0,0
2026-08-05 22:03:27,user_066,Analyst,192.168.58.251,US-West,22,221.69,12,0,16,2,16.94,0,0,0
2026-08-09 19:39:49,user_062,Developer,192.168.173.92,US-East,19,174.4,6,0,12,0,21.57,0,0,0
2026-08-16 18:27:01,user_002,DevOps,192.168.130.28,EU-Central,18,74.21,8,0,23,2,22.5,0,0,0
2026-08-03 20:00:00,user_079,DevOps,192.168.138.82,DE-Frankfurt,20,173.13,12,0,23,3,45.81,0,0,0
2026-08-24 17:46:58,user_055,DevOps,192.168.13.34,AP-South,17,76.32,5,1,23,1,27.56,0,0,0
2026-08-17 21:54:49,user_065,Analyst,192.168.208.153,AP-South,21,208.23,11,0,16,2,71.72,0,0,0
2026-08-30 14:29:30,user_077,Analyst,192.168.249.180,DE-Frankfurt,14,106.25,17,0,21,3,323.04,0,0,0
2026-08-03 21:06:20,user_083,Developer,192.168.248.158,EU-Central,21,225.25,16,0,14,2,137.85,0,0,0
2026-08-10 00:53:03,user_081,Developer,192.168.249.22,UK-London,0,144.65,15,0,21,1,300.53,0,0,0
2026-08-26 18:23:18,user_081,Analyst,192.168.29.66,AP-South,18,169.49,13,0,19,0,79.85,0,0,0
2026-08-18 20:49:14,user_004,Developer,192.168.251.98,US-East,20,48.86,4,0,19,0,12.7,0,0,0
2026-08-13 23:43:12,user_018,Analyst,192.168.122.212,UK-London,23,62.71,14,1,16,0,34.24,0,0,0
2026-08-16 00:37:15,user_082,DevOps,192.168.27.195,EU-Central,0,150.72,10,2,22,0,137.72,0,0,0
2026-08-11 18:06:16,user_092,Analyst,192.168.224.140,US-East,18,95.63,14,0,21,4,127.89,0,0,0
2026-08-13 02:04:02,user_039,HR,192.168.158.104,US-East,2,44.82,15,0,22,1,28.05,0,0,0
2026-08-18 04:22:00,user_037,Analyst,185.95.103.138,RU-Moscow,4,6.2894550975151065,85,24,1,0,9.822491810500116,1,1,1
2026-08-01 23:00:56,user_098,Analyst,192.168.107.237,AP-South,23,113.1,16,1,16,0,5.52,0,0,0
2026-08-07 22:23:33,user_026,Admin,192.168.161.219,US-West,22,192.29,7,2,18,1,147.89,0,0,0
2026-08-15 13:05:01,user_046,Developer,192.168.182.181,US-West,13,70.19,11,0,20,1,18.38,0,0,0
2026-08-02 21:18:22,user_084,Admin,192.168.88.240,US-West,21,99.32,19,0,19,1,134.71,0,0,0
2026-08-05 20:40:52,user_097,Developer,192.168.67.32,US-East,20,92.56,7,1,16,2,105.27,0,0,0
2026-08-25 21:22:42,user_096,Developer,192.168.237.138,DE-Frankfurt,21,88.12,14,1,17,4,54.81,0,0,0
2026-08-15 15:44:00,user_013,Analyst,192.168.219.95,US-East,15,113.72,10,0,10,0,235.35,0,0,0
2026-08-07 22:18:30,user_084,Developer,192.168.101.196,US-West,22,80.02,11,0,17,2,2.45,0,0,0
2026-08-24 23:22:08,user_061,Developer,192.168.109.233,US-East,23,71.04,16,0,16,0,262.78,0,0,0
2026-08-14 21:37:29,user_045,DevOps,192.168.105.180,AP-South,21,44.32,11,0,13,1,110.45,0,0,0
2026-08-22 15:45:46,user_024,DevOps,192.168.183.26,UK-London,15,73.9,18,1,23,1,157.59,1,0,0
2026-08-04 21:41:11,user_092,Developer,192.168.235.215,US-West,21,111.92,15,0,20,3,242.02,0,0,0
2026-08-07 19:06:07,user_001,DevOps,192.168.247.118,UK-London,19,47.57,11,0,21,3,332.62,0,0,0
2026-08-23 21:58:31,user_075,HR,192.168.135.105,UK-London,21,105.18,9,0,23,2,31.95,1,0,0
2026-08-11 22:26:14,user_054,Analyst,192.168.159.114,DE-Frankfurt,22,100.29,12,0,20,1,150.12,0,0,0
2026-08-12 00:10:29,user_081,Developer,192.168.85.108,DE-Frankfurt,0,55.96,11,0,16,0,51.32,0,1,0
2026-08-23 21:49:21,user_022,Admin,192.168.209.222,US-West,21,67.4,14,0,16,0,127.91,0,0,0
2026-08-24 19:15:36,user_026,HR,192.168.5.13,EU-Central,19,42.3,15,0,21,1,40.49,0,0,0
2026-08-11 11:50:00,user_053,Developer,185.208.4.174,RU-Moscow,11,6.958360387098876,39,18,1,0,1.4645559747504224,1,1,1
2026-08-15 15:25:47,user_008,Analyst,192.168.19.145,AP-South,15,117.77,9,0,19,0,133.15,1,0,0
2026-08-31 00:53:18,user_089,DevOps,192.168.171.241,US-West,0,59.1,8,0,15,1,210.24,0,0,0
2026-08-08 21:45:23,user_096,Analyst,192.168.115.210,US-West,21,42.07,13,0,14,3,79.82,0,0,0
2026-08-21 18:54:58,user_018,Developer,192.168.182.253,AP-South,18,98.46,14,0,12,2,4.38,0,1,0
2026-08-15 19:33:35,user_072,DevOps,192.168.245.221,US-East,19,105.56,15,0,13,2,45.48,1,0,0
2026-08-08 21:20:50,user_005,DevOps,192.168.123.173,US-West,21,237.68,11,0,22,3,19.13,0,0,0
2026-08-10 23:06:25,user_055,DevOps,192.168.129.33,AP-South,23,72.2,13,0,18,2,105.26,0,0,0
2026-08-16 21:56:46,user_032,Developer,192.168.101.87,DE-Frankfurt,21,194.68,13,0,23,3,85.06,0,1,0
2026-08-20 20:25:42,user_069,Sales,192.168.117.97,DE-Frankfurt,20,68.93,13,0,17,5,107.49,0,0,0
2026-08-04 13:24:22,user_074,Analyst,192.168.149.55,US-East,13,22.07,10,0,21,2,33.11,0,0,0
2026-08-01 18:13:47,user_044,Developer,192.168.60.53,US-East,18,40.4,7,0,23,2,133.04,0,0,0
2026-08-27 14:43:18,user_017,Developer,192.168.225.186,US-West,14,84.58,10,0,19,2,65.84,0,0,0
2026-08-17 19:26:14,user_050,Developer,192.168.214.224,DE-Frankfurt,19,134.01,7,0,23,4,50.49,0,0,0
2026-08-29 10:03:00,user_039,DevOps,91.245.52.192,RU-Moscow,10,240.7756073322994,84,3,61,28,1526.11,1,1,1
2026-08-27 19:52:35,user_021,Sales,192.168.8.90,EU-Central,19,71.62,10,0,14,1,25.8,0,1,0
2026-08-18 16:06:26,user_073,DevOps,192.168.230.75,DE-Frankfurt,16,272.36,13,0,18,0,21.54,0,0,0
2026-08-04 00:32:45,user_085,Analyst,192.168.74.52,UK-London,0,37.16,10,0,14,1,228.87,0,0,0
2026-08-11 19:25:45,user_030,Sales,192.168.85.104,EU-Central,19,57.63,14,0,22,2,29.39,0,0,0
2026-08-03 01:53:38,user_034,DevOps,192.168.250.201,UK-London,1,34.16,10,0,12,1,8.41,0,0,0
2026-08-06 16:51:00,user_098,Sales,192.168.212.77,DE-Frankfurt,16,84.12,8,0,18,0,45.82,0,0,0
2026-08-28 03:07:54,user_033,Developer,192.168.75.117,US-West,3,83.38,8,0,17,1,70.31,0,0,0
2026-08-10 00:53:02,user_048,Analyst,192.168.223.117,UK-London,0,88.0,20,0,16,4,7.14,0,0,0
2026-08-09 21:51:17,user_066,Analyst,192.168.22.17,DE-Frankfurt,21,11.67,10,0,20,0,10.23,0,0,0
2026-08-17 22:57:22,user_081,Analyst,192.168.116.150,UK-London,22,73.61,21,0,19,2,609.7,0,0,0
2026-08-11 18:43:13,user_093,Developer,192.168.112.73,EU-Central,18,14.1,17,0,16,0,115.39,0,0,0
2026-08-05 19:42:44,user_001,Analyst,192.168.1.155,EU-Central,19,129.44,14,0,21,2,61.83,0,0,0
2026-08-15 00:02:00,user_083,Developer,192.168.45.95,US-West,0,138.08,14,1,14,0,119.47,0,0,0
2026-08-10 00:22:44,user_078,HR,192.168.223.130,DE-Frankfurt,0,99.43,11,0,15,0,97.74,0,0,0
2026-08-02 17:21:16,user_001,DevOps,192.168.50.112,US-East,17,29.3,10,0,19,0,81.89,0,0,0
2026-08-19 01:30:55,user_007,DevOps,192.168.9.225,US-East,1,29.27,12,0,27,3,9.02,0,0,0
2026-08-13 20:45:26,user_005,Analyst,192.168.9.10,US-East,20,83.06,15,0,17,3,117.26,0,0,0
2026-08-10 11:31:00,user_003,DevOps,185.54.218.247,CN-Beijing,11,4.268009105127319,45,12,1,1,2.4099296210944705,1,1,1
2026-08-10 23:06:57,user_044,Analyst,192.168.201.110,US-East,23,186.88,10,2,19,1,37.98,0,0,0
2026-08-08 22:21:43,user_073,DevOps,192.168.204.11,EU-Central,22,101.11,17,0,21,0,450.75,0,0,0
2026-08-02 17:45:21,user_040,Admin,192.168.23.36,UK-London,17,123.54,7,0,21,1,107.89,0,0,0
2026-08-13 17:25:07,user_011,Admin,192.168.171.247,US-East,17,84.87,14,1,21,1,33.19,0,0,0
2026-08-06 20:54:57,user_022,Analyst,192.168.69.24,DE-Frankfurt,20,139.05,9,0,18,5,135.18,0,0,0
2026-08-26 22:46:38,user_037,Developer,192.168.103.238,DE-Frankfurt,22,51.29,6,0,20,0,50.46,1,0,0
2026-08-15 22:37:45,user_091,Developer,192.168.226.97,AP-South,22,108.24,10,0,15,4,97.02,0,0,0
2026-08-23 10:42:00,user_009,Developer,10.0.92.24,UK-London,10,541.2168435005055,85,2,184,74,15373.27,1,1,1
2026-08-23 23:32:35,user_031,Developer,192.168.117.216,US-East,23,136.53,7,0,20,0,184.92,0,0,0
2026-08-07 21:10:38,user_083,HR,192.168.157.113,US-West,21,140.26,14,0,21,0,160.15,0,0,0
2026-08-11 21:34:03,user_050,Developer,192.168.79.81,EU-Central,21,198.4,11,0,29,1,16.28,0,0,0
2026-08-03 22:19:17,user_069,DevOps,192.168.250.53,EU-Central,22,71.41,10,0,12,1,124.62,0,0,0
2026-08-04 20:51:34,user_010,Developer,192.168.180.126,US-West,20,117.68,14,0,18,2,102.42,0,0,0
2026-08-05 19:02:45,user_086,Developer,192.168.239.118,US-East,19,81.82,11,0,13,2,81.6,0,0,0
2026-08-16 20:54:21,user_100,Developer,192.168.223.83,AP-South,20,275.05,17,0,16,1,134.66,0,0,0
2026-08-05 19:20:11,user_082,DevOps,192.168.247.235,US-West,19,57.08,6,0,16,1,258.12,0,0,0
2026-08-03 17:26:02,user_026,Analyst,192.168.174.178,US-West,17,105.89,12,0,21,1,33.01,0,0,0
2026-08-13 21:12:04,user_010,Sales,192.168.104.99,AP-South,21,40.39,17,0,25,1,150.95,0,0,0
2026-08-21 02:12:27,user_032,Developer,192.168.217.144,US-East,2,108.5,17,0,20,4,18.77,0,0,0
2026-08-14 01:56:16,user_050,HR,192.168.137.160,EU-Central,1,91.4,18,1,13,0,7.78,0,0,0
2026-08-27 01:39:00,user_089,Sales,192.168.76.99,US-West,1,99.57232351136045,248,1,232,20,1802.34,0,0,1
2026-08-10 18:55:22,user_091,HR,192.168.199.135,US-East,18,120.12,9,0,17,2,41.01,0,0,0
2026-08-20 21:09:45,user_048,Analyst,192.168.71.166,EU-Central,21,101.59,12,0,18,1,140.96,0,0,0
2026-08-07 20:19:53,user_092,DevOps,192.168.66.205,DE-Frankfurt,20,81.41,17,0,12,1,3.26,0,0,0
2026-08-02 22:47:03,user_046,Admin,192.168.14.240,AP-South,22,48.92,7,0,25,1,43.28,0,0,0
2026-08-05 01:38:15,user_054,Analyst,192.168.56.212,EU-Central,1,76.8,11,0,24,1,7.48,0,0,0
2026-08-04 20:05:59,user_070,DevOps,192.168.228.227,US-East,20,64.32,10,0,22,1,249.76,0,0,0
2026-08-25 16:58:20,user_077,Developer,192.168.209.155,DE-Frankfurt,16,114.24,8,0,13,0,72.86,0,0,0
2026-08-07 22:27:59,user_058,Sales,192.168.158.251,UK-London,22,22.31,15,0,19,0,30.22,0,0,0
2026-08-26 21:15:11,user_095,Sales,192.168.49.111,AP-South,21,127.72,18,0,14,1,168.51,0,0,0
2026-08-29 22:56:00,user_079,HR,192.168.49.1,AP-South,22,190.5348559889124,134,0,171,17,1491.44,0,0,1
2026-08-10 20:39:53,user_077,Developer,192.168.175.227,AP-South,20,139.73,14,0,26,1,218.1,0,0,0
2026-08-16 22:28:59,user_083,Developer,192.168.177.56,DE-Frankfurt,22,91.66,12,1,23,1,8.57,0,0,0
2026-08-08 18:55:17,user_068,Developer,192.168.12.152,AP-South,18,38.59,13,0,15,0,75.99,0,0,0
2026-08-23 01:41:34,user_003,Developer,192.168.144.158,UK-London,1,125.06,15,0,28,2,317.63,0,0,0
2026-08-08 11:58:00,user_034,DevOps,91.116.27.134,BR-SaoPaulo,11,256.2748443741326,46,4,49,27,3777.14,1,1,1
2026-08-13 23:45:22,user_015,Developer,192.168.54.154,UK-London,23,139.92,8,0,21,1,71.34,0,0,0
2026-08-11 22:27:20,user_039,DevOps,192.168.167.157,AP-South,22,51.12,16,1,13,1,98.82,0,0,0
2026-08-27 01:48:40,user_006,Developer,192.168.78.118,UK-London,1,48.67,14,0,18,2,33.91,0,0,0
2026-08-26 20:35:49,user_081,Sales,192.168.14.28,US-West,20,46.06,11,0,21,0,252.0,0,0,0
2026-08-11 21:56:50,user_036,HR,192.168.222.104,US-West,21,64.04,15,1,10,0,16.26,0,0,0
2026-08-09 13:26:03,user_100,HR,192.168.230.182,UK-London,13,39.8,14,0,27,4,23.53,0,0,0
2026-08-03 23:05:13,user_068,Analyst,192.168.127.36,US-West,23,71.58,15,0,23,3,129.7,0,0,0
2026-08-20 02:17:32,user_075,HR,192.168.210.210,DE-Frankfurt,2,61.98,10,1,21,1,353.25,0,0,0
2026-08-08 19:23:19,user_087,DevOps,192.168.76.243,US-West,19,57.08,16,0,15,1,137.01,0,0,0
2026-08-23 13:34:14,user_017,Developer,192.168.7.184,EU-Central,13,46.39,14,0,26,5,242.8,0,0,0
2026-08-10 18:08:16,user_060,Analyst,192.168.76.177,AP-South,18,45.59,17,0,19,3,84.43,0,0,0
2026-08-11 01:07:30,user_059,Developer,192.168.41.189,UK-London,1,162.26,13,0,17,1,35.66,0,0,0
2026-08-19 00:14:48,user_013,Developer,192.168.160.185,UK-London,0,201.61,12,0,14,0,110.38,0,0,0
2026-08-11 23:50:39,user_060,Developer,192.168.105.23,UK-London,23,161.68,16,0,20,2,29.25,0,0,0
2026-08-20 01:18:30,user_007,Analyst,192.168.68.181,EU-Central,1,17.28,9,0,11,0,117.17,0,0,0
2026-08-09 20:12:05,user_058,DevOps,192.168.182.13,US-West,20,183.83,15,0,11,1,33.47,1,0,0
2026-08-16 09:42:00,user_024,Admin,91.53.8.196,CN-Beijing,9,352.821727091838,46,4,30,13,2757.33,1,1,1
2026-08-13 03:23:03,user_017,HR,192.168.162.152,UK-London,3,100.34,10,1,22,2,62.29,0,0,0
2026-08-16 01:07:54,user_091,Sales,192.168.20.212,DE-Frankfurt,1,39.53,17,0,25,0,142.84,0,0,0
2026-08-02 22:59:16,user_059,Developer,192.168.199.74,US-West,22,56.76,14,0,15,2,270.73,0,0,0
2026-08-18 20:20:56,user_066,Sales,192.168.153.29,UK-London,20,25.39,13,0,15,0,11.89,0,0,0
2026-08-22 15:49:22,user_037,Analyst,192.168.212.163,US-West,15,116.51,8,0,17,4,17.71,0,0,0
2026-08-12 22:14:06,user_025,Analyst,192.168.42.219,UK-London,22,147.04,12,0,20,0,121.85,0,0,0
2026-08-12 17:08:19,user_079,HR,192.168.53.64,DE-Frankfurt,17,46.54,11,0,13,1,57.28,0,0,0
2026-08-02 14:08:12,user_005,DevOps,192.168.119.30,EU-Central,14,105.53,14,0,23,2,154.81,0,0,0
2026-08-04 21:22:53,user_078,Developer,192.168.10.204,US-West,21,96.61,21,0,20,6,61.8,0,0,0
2026-08-21 21:57:36,user_095,Developer,192.168.89.3,US-West,21,134.38,12,0,18,1,31.72,0,0,0
2026-08-29 20:04:59,user_081,Analyst,192.168.188.178,AP-South,20,111.45,10,0,21,1,112.41,0,0,0
2026-08-06 18:49:49,user_063,Analyst,192.168.217.12,US-East,18,109.43,16,0,15,1,390.06,0,0,0
2026-08-24 22:31:00,user_097,Analyst,192.168.127.191,US-West,22,70.5,18,0,15,3,78.36,0,0,0
2026-08-04 17:08:21,user_007,Analyst,192.168.186.169,DE-Frankfurt,17,69.71,21,0,24,6,11.84,0,0,0
2026-08-02 18:55:16,user_084,DevOps,192.168.235.53,AP-South,18,104.64,9,0,17,0,97.8,0,0,0
2026-08-09 21:33:05,user_100,DevOps,192.168.61.200,US-East,21,91.76,13,0,16,1,351.64,0,0,0
2026-08-22 02:01:54,user_052,Developer,192.168.7.38,EU-Central,2,65.97,10,0,21,0,15.87,0,0,0
2026-08-04 16:52:39,user_002,Analyst,192.168.251.215,US-East,16,142.15,14,0,16,2,133.27,0,0,0
2026-08-20 22:52:48,user_017,DevOps,192.168.250.161,EU-Central,22,151.39,11,0,22,0,19.09,0,0,0
2026-08-16 21:54:20,user_092,Analyst,192.168.109.81,US-East,21,89.53,4,0,12,1,63.15,0,0,0
2026-08-06 21:46:43,user_011,Sales,192.168.162.113,EU-Central,21,93.99,16,0,19,5,10.42,0,0,0
2026-08-24 19:33:47,user_013,DevOps,192.168.232.199,DE-Frankfurt,19,67.22,15,0,10,1,3.25,0,0,0
2026-08-15 21:30:30,user_082,Analyst,192.168.142.131,US-East,21,33.35,12,2,18,2,71.24,1,0,0
2026-08-07 11:59:00,user_097,DevOps,185.186.51.157,CN-Beijing,11,3.5491562348474446,74,20,3,0,9.081179315748594,1,1,1
2026-08-04 22:32:17,user_057,Analyst,192.168.89.112,EU-Central,22,135.36,10,0,16,0,66.86,0,0,0
2026-08-10 02:01:00,user_069,DevOps,185.113.108.135,RU-Moscow,2,7.898308744069261,32,24,4,1,4.980050375822138,1,1,1
2026-08-24 23:35:35,user_058,Sales,192.168.50.67,US-East,23,54.26,8,0,22,2,119.35,1,0,0
2026-08-02 03:39:02,user_099,Analyst,192.168.31.148,EU-Central,3,83.78,14,0,17,0,58.48,0,0,0
2026-08-03 18:49:20,user_037,HR,192.168.81.77,US-East,18,32.43,11,0,14,1,34.81,0,0,0
2026-08-23 01:42:42,user_019,Analyst,192.168.53.160,DE-Frankfurt,1,32.41,14,0,28,2,108.12,0,0,0
2026-08-08 22:29:26,user_058,DevOps,192.168.159.244,US-East,22,67.54,12,0,22,1,57.8,0,0,0
2026-08-07 18:25:01,user_041,Analyst,192.168.98.6,AP-South,18,41.04,13,0,16,1,71.04,0,0,0
2026-08-25 23:24:38,user_047,DevOps,192.168.226.189,AP-South,23,62.44,14,0,18,1,79.98,0,0,0
2026-08-28 22:42:53,user_080,Developer,192.168.55.160,US-East,22,121.89,8,0,12,0,11.52,0,0,0
